player_id,avg_rating,rating_band,n_games,anomaly_votes,ensemble_confident,top_feature_1,z_score_1,explanation_1,confident_1,top_feature_2,z_score_2,explanation_2,confident_2,top_feature_3,z_score_3,explanation_3,confident_3,summary
Ybelskiy,1817.0,1800-2000,24,2,False,underdog_win_rate,0.88,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_turns,-0.55,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.55,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
Corazon1512,1706.0,1600-1800,59,2,False,victory_efficiency,-0.53,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.51,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,opening_ply_ratio,-0.51,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
chonowotos,1233.0,1200-1400,15,2,False,performance_vs_actual,1.47,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,win_rate_vs_expected,1.23,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,"Flagged primarily due to: performance vs actual, win rate vs expected. 2 of 3 voters agreed."
sockoot,1647.0,1600-1800,35,2,False,best_move_rate_band_z,0.87,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,timeout_loss_rate,-0.79,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,opening_ply_ratio,-0.36,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: best move rate (band-normalised). 2 of 3 voters agreed.
dbjr1313,1722.0,1600-1800,18,2,False,rating_gain_rate,3.32,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,comeback_rate,2.7,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_gain,1.84,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,"Flagged primarily due to: rating gain rate, comeback rate. 2 of 3 voters agreed."
ahmadsohraby,1448.0,1400-1600,40,2,False,acpl_phase_gap_band_z,3.21,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_middlegame_band_z,-1.39,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: acpl phase gap (band-normalised), comeback rate. 2 of 3 voters agreed."
jckg,1615.0,1600-1800,15,2,False,victory_efficiency,2.53,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,2.29,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,rating_gain,1.86,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,Flagged primarily due to: rating gain. 2 of 3 voters agreed.
BESERKING123,1952.0,1800-2000,18,2,False,best_move_rate_band_z,2.83,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,avg_acpl_opening_band_z,-1.17,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,blunder_rate,-1.16,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: best move rate (band-normalised), blunder rate. 2 of 3 voters agreed."
konopczynski,1409.0,1400-1600,37,2,False,rating_volatility,1.64,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,win_rate_vs_expected,0.82,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: rating volatility, win rate vs expected. 2 of 3 voters agreed."
mygos,1647.0,1600-1800,24,3,True,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_acpl_endgame_band_z,-1.02,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,timeout_loss_rate,-0.79,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: underdog win rate, avg acpl endgame (band-normalised). All 3 voters agreed."
kysolnia,1147.0,1000-1200,25,2,False,avg_weighted_acpl_band_z,-1.14,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,avg_acpl_opening_band_z,-0.99,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,acpl_consistency_band_z,-0.64,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,"Flagged primarily due to: avg weighted acpl (band-normalised), acpl consistency (band-normalised). 2 of 3 voters agreed."
Apatzeo,1693.0,1600-1800,25,2,False,opening_ply_ratio,-0.44,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_turns,-0.32,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.3,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
orodrig,1733.0,1600-1800,25,2,False,acpl_phase_gap_band_z,2.44,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,acpl_consistency_band_z,-1.15,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,best_move_rate_band_z,1.14,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,"Flagged primarily due to: acpl phase gap (band-normalised), acpl consistency (band-normalised). 2 of 3 voters agreed."
phillipwhittaker,1467.0,1400-1600,25,2,False,best_move_rate_band_z,1.4,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,win_rate,1.17,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,performance_vs_actual,0.76,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,"Flagged primarily due to: best move rate (band-normalised), performance vs actual. 2 of 3 voters agreed."
mensob,2218.0,2200+,15,2,False,opening_ply_ratio,-0.64,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_acpl_endgame_band_z,-0.54,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,victory_efficiency,-0.46,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: avg acpl endgame (band-normalised). 2 of 3 voters agreed.
cava1111,1800.0,1600-1800,45,2,False,best_move_rate_band_z,2.3,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_consistency_band_z,-1.29,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,avg_acpl_opening_band_z,-1.0,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,"Flagged primarily due to: best move rate (band-normalised), acpl consistency (band-normalised). 2 of 3 voters agreed."
emi_arg,1742.0,1600-1800,30,3,True,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,best_move_rate_band_z,0.67,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,opening_ply_ratio,-0.52,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: comeback rate, best move rate (band-normalised). All 3 voters agreed."
BICHARA,2017.0,2000-2200,98,2,False,rating_gain,4.2,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,comeback_rate,1.17,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,acpl_phase_gap_band_z,0.76,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: rating gain, comeback rate. 2 of 3 voters agreed."
FenderOn,1483.0,1400-1600,47,2,False,rating_gain,1.09,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,acpl_consistency_band_z,-0.81,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,"Flagged primarily due to: rating gain, acpl consistency (band-normalised). 2 of 3 voters agreed."
Tolstoewski,1624.0,1600-1800,261,2,False,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,best_move_rate_band_z,1.47,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,blunder_rate,-1.19,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: underdog win rate, best move rate (band-normalised). 2 of 3 voters agreed."
h-as-n,1023.0,1000-1200,28,3,True,rating_volatility,1.32,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_acpl_opening_band_z,-0.96,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,blunder_rate,-0.7,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: rating volatility, blunder rate. All 3 voters agreed."
jorgemario,1503.0,1400-1600,45,2,False,rating_volatility,3.08,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_acpl_middlegame_band_z,-0.65,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,avg_acpl_opening_band_z,-0.61,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,"Flagged primarily due to: rating volatility, avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
BONICEK,1869.0,1800-2000,32,2,False,win_rate,0.96,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,timeout_loss_rate,-0.78,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,win_rate_vs_expected,0.53,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,Flagged primarily due to: win rate vs expected. 2 of 3 voters agreed.
aanaredo,1108.0,1000-1200,20,2,False,underdog_win_rate,1.52,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,win_rate,0.69,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_acpl_opening_band_z,-0.66,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
Labcho2,1767.0,1600-1800,19,2,False,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,blunder_rate,-1.73,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,best_move_rate_band_z,1.5,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,"Flagged primarily due to: underdog win rate, blunder rate. 2 of 3 voters agreed."
Tihana,1912.0,1800-2000,17,2,False,rating_gain,4.02,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_volatility,2.49,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain, comeback rate. 2 of 3 voters agreed."
Pirat777,1620.0,1600-1800,55,2,False,avg_weighted_acpl_band_z,-1.06,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,acpl_consistency_band_z,-0.98,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,avg_acpl_opening_band_z,-0.8,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,"Flagged primarily due to: avg weighted acpl (band-normalised), acpl consistency (band-normalised). 2 of 3 voters agreed."
Dragonaicoloso,1856.0,1800-2000,25,2,False,acpl_consistency_band_z,-1.42,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,best_move_rate_band_z,1.31,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,avg_acpl_middlegame_band_z,-0.97,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: acpl consistency (band-normalised), best move rate (band-normalised). 2 of 3 voters agreed."
Geraltz,2058.0,2000-2200,16,3,True,acpl_phase_gap_band_z,1.79,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,acpl_consistency_band_z,-0.88,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,opening_ply_ratio,-0.68,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: acpl phase gap (band-normalised), acpl consistency (band-normalised). All 3 voters agreed."
uncleg,2167.0,2000-2200,72,2,False,underdog_win_rate,1.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,best_move_rate_band_z,0.67,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,rating_volatility,0.64,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: underdog win rate, best move rate (band-normalised). 2 of 3 voters agreed."
jakblak,1904.0,1800-2000,37,2,False,acpl_consistency_band_z,-0.7,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,opening_ply_ratio,-0.66,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.62,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: acpl consistency (band-normalised). 2 of 3 voters agreed.
cnv,1931.0,1800-2000,87,2,False,best_move_rate_band_z,3.67,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,blunder_rate,-1.92,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: best move rate (band-normalised), comeback rate. 2 of 3 voters agreed."
Isoorn,1672.0,1600-1800,41,2,False,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_volatility,1.06,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_weighted_acpl_band_z,-0.7,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: comeback rate, rating volatility. 2 of 3 voters agreed."
kike38ve,1497.0,1400-1600,15,2,False,avg_acpl_endgame_band_z,-0.92,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,rating_gain,0.67,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,best_move_rate_band_z,0.36,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,"Flagged primarily due to: avg acpl endgame (band-normalised), rating gain. 2 of 3 voters agreed."
nico93,1905.0,1800-2000,51,2,False,underdog_win_rate,2.51,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_volatility,2.1,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,timeout_loss_rate,-0.37,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: underdog win rate, rating volatility. 2 of 3 voters agreed."
Annbuut,1842.0,1800-2000,29,3,True,underdog_win_rate,2.51,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,acpl_consistency_band_z,-1.29,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,comeback_rate,1.09,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,"Flagged primarily due to: underdog win rate, acpl consistency (band-normalised). All 3 voters agreed."
Cerchietto,1827.0,1800-2000,23,2,False,rating_gain,0.4,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_turns,-0.39,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.38,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: rating gain. 2 of 3 voters agreed.
rohanms,1428.0,1400-1600,22,2,False,best_move_rate_band_z,1.57,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,avg_acpl_endgame_band_z,-0.92,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: best move rate (band-normalised), avg acpl endgame (band-normalised). 2 of 3 voters agreed."
Diehardtourneyplayer,2172.0,2000-2200,22,2,False,comeback_rate,2.89,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_volatility,1.65,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: comeback rate, underdog win rate. 2 of 3 voters agreed."
KoniVvs,2220.0,2200+,35,2,False,rating_gain,2.61,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,comeback_rate,2.37,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,acpl_phase_gap_band_z,1.52,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: rating gain, comeback rate. 2 of 3 voters agreed."
ArthurKnight,1886.0,1800-2000,63,2,False,avg_acpl_middlegame_band_z,-0.93,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,avg_acpl_opening_band_z,-0.93,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,underdog_win_rate,0.88,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,"Flagged primarily due to: avg acpl middlegame (band-normalised), underdog win rate. 2 of 3 voters agreed."
Lichess-network,1605.0,1600-1800,15,2,False,best_move_rate_band_z,2.01,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_phase_gap_band_z,1.17,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,win_rate,1.0,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: best move rate (band-normalised), acpl phase gap (band-normalised). 2 of 3 voters agreed."
AleksandarSrbija,1781.0,1600-1800,108,2,False,win_rate,2.57,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,acpl_consistency_band_z,-1.33,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,opening_ply_ratio,-0.73,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: acpl consistency (band-normalised). 2 of 3 voters agreed.
BogleUTM,2176.0,2000-2200,31,2,False,rating_gain,5.65,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,opening_ply_ratio,2.6,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,2.57,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: rating gain. 2 of 3 voters agreed.
mahyar89mahan84,1116.0,1000-1200,40,2,False,underdog_win_rate,4.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,best_move_rate_band_z,1.3,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,timeout_loss_rate,-0.91,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: underdog win rate, best move rate (band-normalised). 2 of 3 voters agreed."
Alboio,1938.0,1800-2000,21,3,True,rating_gain,3.85,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,underdog_win_rate,2.51,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_volatility,2.33,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain, underdog win rate. All 3 voters agreed."
cpd268,1777.0,1600-1800,59,2,False,blunder_rate,-1.65,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,avg_acpl_middlegame_band_z,-0.79,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,acpl_phase_gap_band_z,0.7,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: blunder rate, avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
smauf66,1803.0,1800-2000,22,2,False,best_move_rate_band_z,2.79,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,blunder_rate,-1.73,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,avg_weighted_acpl_band_z,-1.27,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: best move rate (band-normalised), blunder rate. 2 of 3 voters agreed."
lakin,1619.0,1600-1800,20,2,False,acpl_phase_gap_band_z,0.78,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,avg_acpl_middlegame_band_z,-0.43,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,avg_turns,0.11,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,"Flagged primarily due to: acpl phase gap (band-normalised), avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
Asperhard,2029.0,2000-2200,62,3,True,avg_acpl_endgame_band_z,-0.88,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,victory_efficiency,-0.86,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.85,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: avg acpl endgame (band-normalised). All 3 voters agreed.
Leo71,1394.0,1200-1400,17,3,True,comeback_rate,2.68,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,best_move_rate_band_z,1.04,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,avg_weighted_acpl_band_z,-1.03,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: comeback rate, best move rate (band-normalised). All 3 voters agreed."
mik4708,2052.0,2000-2200,18,2,False,rating_gain,3.36,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_volatility,1.96,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain, underdog win rate. 2 of 3 voters agreed."
frdzhdytz,2013.0,2000-2200,22,2,False,win_rate_vs_expected,0.79,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,performance_vs_actual,0.7,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,acpl_phase_gap_band_z,0.17,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: win rate vs expected, performance vs actual. 2 of 3 voters agreed."
